"","id","owner","datetaken","ownername","latitude","longitude","url_c","Clusters_0.0005_5","GND_N","PROVINCE_N","DISTRICT_N","date","time"
"92966",16487082817,"13935845@N00","2015-02-28 16:02:59","ChihPing",9.6579,80.0168,"https://live.staticflickr.com/8593/16487082817_c45b2215d5_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-28","16:02:59"
"92967",16693345622,"13935845@N00","2015-02-28 15:35:43","ChihPing",9.656,80.0224,"https://live.staticflickr.com/8660/16693345622_e7f3596e85_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-28","15:35:43"
"92968",16487067117,"13935845@N00","2015-02-28 15:34:34","ChihPing",9.656,80.0223,"https://live.staticflickr.com/8668/16487067117_485db2a4e1_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-28","15:34:34"
"92969",16481749470,"13935845@N00","2015-02-28 15:18:13","ChihPing",9.6735,80.0272,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-28","15:18:13"
"92970",16506979110,"13935845@N00","2015-02-28 15:11:58","ChihPing",9.6608,80.025,"https://live.staticflickr.com/8563/16506979110_da5d5c5e37_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-28","15:11:58"
"92971",16487132347,"13935845@N00","2015-02-28 14:47:46","ChihPing",9.669,80.0241,"https://live.staticflickr.com/8621/16487132347_703e964972_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-28","14:47:46"
"92972",16693373792,"13935845@N00","2015-02-28 14:38:27","ChihPing",9.6688,80.024,"https://live.staticflickr.com/8591/16693373792_6ec17fe131_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-28","14:38:27"
"92973",16506822628,"13935845@N00","2015-02-28 12:08:08","ChihPing",9.6744,80.0298,"https://live.staticflickr.com/8640/16506822628_2466694f3d_c.jpg",4,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-28","12:08:08"
"92974",16693095981,"13935845@N00","2015-02-28 10:34:03","ChihPing",9.6714,80.0109,"https://live.staticflickr.com/8659/16693095981_c1404b0d40_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-28","10:34:03"
"92975",16464607417,"13935845@N00","2015-02-28 09:30:04","ChihPing",9.6672,80.0094,"https://live.staticflickr.com/8627/16464607417_34bb5201d9_c.jpg",5,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-28","09:30:04"
"92976",16671908835,"13935845@N00","2015-02-28 08:58:38","ChihPing",9.6615,80.0095,"https://live.staticflickr.com/8664/16671908835_a4f8d4ac8f_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-28","08:58:38"
"92977",16670883552,"13935845@N00","2015-02-28 08:54:41","ChihPing",9.6612,80.0083,"https://live.staticflickr.com/8600/16670883552_da09e768ea_c.jpg",6,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-28","08:54:41"
"92978",16671907955,"13935845@N00","2015-02-28 08:14:25","ChihPing",9.6632,80.0111,"https://live.staticflickr.com/8614/16671907955_5b64a3ae0e_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-28","08:14:25"
"92979",16474754060,"13935845@N00","2015-02-27 20:48:42","ChihPing",9.6619,80.0123,NA,7,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-27","20:48:42"
"92980",16727445206,"13935845@N00","2015-02-27 19:29:33","ChihPing",9.6647,80.0115,"https://live.staticflickr.com/8663/16727445206_9472799151_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-27","19:29:33"
"92981",16727448476,"13935845@N00","2015-02-27 18:34:16","ChihPing",9.6632,80.0131,"https://live.staticflickr.com/7603/16727448476_e6bbf16962_c.jpg",10,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-27","18:34:16"
"92982",16565953420,"13935845@N00","2015-02-27 18:30:02","ChihPing",9.662,80.0122,"https://live.staticflickr.com/7618/16565953420_334c6553c3_c.jpg",7,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-27","18:30:02"
"92983",16753333135,"13935845@N00","2015-02-27 18:09:07","ChihPing",9.6654,80.012,"https://live.staticflickr.com/8633/16753333135_369d4f8193_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-27","18:09:07"
"92984",16752167951,"13935845@N00","2015-02-27 17:50:16","ChihPing",9.6673,80.0108,"https://live.staticflickr.com/7585/16752167951_42f39bde47_c.jpg",2,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-27","17:50:16"
"92985",16133405353,"13935845@N00","2015-02-27 17:48:13","ChihPing",9.6674,80.0107,"https://live.staticflickr.com/8720/16133405353_60aa29c8e8_c.jpg",2,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-27","17:48:13"
"92986",16727450646,"13935845@N00","2015-02-27 17:46:33","ChihPing",9.6674,80.0108,"https://live.staticflickr.com/7612/16727450646_e11dea9152_c.jpg",2,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-27","17:46:33"
"92987",16752169361,"13935845@N00","2015-02-27 17:27:50","ChihPing",9.6667,80.0114,"https://live.staticflickr.com/7654/16752169361_f95fe992b0_c.jpg",2,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-27","17:27:50"
"92988",16131031714,"13935845@N00","2015-02-27 16:52:43","ChihPing",9.6647,80.0166,"https://live.staticflickr.com/7629/16131031714_39bf3a86b4_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-27","16:52:43"
"92989",16565778058,"13935845@N00","2015-02-27 15:35:36","ChihPing",9.6661,80.0123,"https://live.staticflickr.com/8635/16565778058_2dd3f761c6_c.jpg",2,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-27","15:35:36"
"94511",8327905977,"24902329@N05","2012-12-30 20:58:33","Miranga",9.6681,80.0076,"https://live.staticflickr.com/8352/8327905977_57fd121bd9_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2012-12-30","20:58:33"
"94512",8327905301,"24902329@N05","2012-12-30 20:58:17","Miranga",9.6098,79.7724,"https://live.staticflickr.com/8492/8327905301_a762026c97_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2012-12-30","20:58:17"
"94513",8327904495,"24902329@N05","2012-12-30 20:57:58","Miranga",9.6112,79.7704,"https://live.staticflickr.com/8213/8327904495_db0f84dc3f_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2012-12-30","20:57:58"
"94600",14893504100,"25069451@N03","2014-08-30 00:24:29","Yahtyy",9.6667,80.0078,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-08-30","00:24:29"
"95227",17039622955,"32482339@N02","2015-04-01 06:45:29","fredgauthe",9.6191,79.7742,"https://live.staticflickr.com/7690/17039622955_1087158ce1_c.jpg",9,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-04-01","06:45:29"
"95615",44420973391,"41579710@N02","2018-07-27 12:05:54","Truus & Zoo",9.6659,80.0093,"https://live.staticflickr.com/1865/44420973391_fe66bd897d_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-07-27","12:05:54"
"95616",44420981561,"41579710@N02","2018-07-27 07:12:58","Truus & Zoo",9.6745,80.0294,"https://live.staticflickr.com/1843/44420981561_bcb4a7e215_c.jpg",4,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-07-27","07:12:58"
"95621",44421006721,"41579710@N02","2018-07-27 05:03:15","Truus & Zoo",9.6624,80.0082,"https://live.staticflickr.com/1842/44421006721_940146b53e_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-07-27","05:03:15"
"95623",42591492520,"41579710@N02","2018-07-26 12:18:56","Truus & Zoo",9.6191,79.7743,"https://live.staticflickr.com/1852/42591492520_66415fec49_c.jpg",9,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-07-26","12:18:56"
"95627",43671948214,"41579710@N02","2018-07-26 10:05:47","Truus & Zoo",9.5283,79.718,"https://live.staticflickr.com/1870/43671948214_ff274e5c69_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-07-26","10:05:47"
"95628",44339539122,"41579710@N02","2018-07-26 08:35:56","Truus & Zoo",9.5226,79.7131,"https://live.staticflickr.com/1845/44339539122_758caec4e8_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-07-26","08:35:56"
"95630",43671974314,"41579710@N02","2018-07-26 07:59:00","Truus & Zoo",9.4966,79.6889,"https://live.staticflickr.com/1897/43671974314_5e3a50c2e1_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-07-26","07:59:00"
"95631",42560802880,"41579710@N02","2018-07-26 07:28:50","Truus & Zoo",9.5202,79.7208,"https://live.staticflickr.com/1865/42560802880_5097c93c01_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-07-26","07:28:50"
"95728",26251373163,"45076468@N00","2016-04-21 18:34:01","hypermobility",9.6655,80.0138,"https://live.staticflickr.com/7301/26251373163_1450eced93_c.jpg",8,"Chempiyanpattu South","NORTHERN","JAFFNA","2016-04-21","18:34:01"
"95730",26251373913,"45076468@N00","2016-04-21 17:52:09","hypermobility",9.6647,80.0136,"https://live.staticflickr.com/7334/26251373913_a15f04a925_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2016-04-21","17:52:09"
"98134",20573266260,"81993026@N06","2015-08-21 20:03:34","Lahiru Dulshan",9.6619,80.0123,"https://live.staticflickr.com/737/20573266260_30e53c568d_c.jpg",7,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-08-21","20:03:34"
"98224",16056510645,"81993026@N06","2014-12-19 19:07:47","Lahiru Dulshan",9.6743,80.03,NA,4,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-12-19","19:07:47"
"101536",11909779274,"114222225@N04","2013-12-17 17:40:34","shehan_wushu",9.7136,79.8504,"https://live.staticflickr.com/5521/11909779274_cf112bd92d_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-12-17","17:40:34"
"103137",15826832692,"127739724@N07","2012-10-16 08:49:38","simfyz",9.8126,80.0105,"https://live.staticflickr.com/7515/15826832692_2bdaa4d91f_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2012-10-16","08:49:38"
"103138",15640140187,"127739724@N07","2012-10-15 06:44:09","simfyz",9.662,80.0086,"https://live.staticflickr.com/8609/15640140187_d145d8c3e8_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2012-10-15","06:44:09"
"103139",15825343985,"127739724@N07","2012-10-14 22:46:01","simfyz",9.6318,79.9074,"https://live.staticflickr.com/7490/15825343985_e8050aabe3_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2012-10-14","22:46:01"
"103140",15823496221,"127739724@N07","2012-10-14 22:31:09","simfyz",9.6303,79.9726,"https://live.staticflickr.com/5613/15823496221_f105065cfd_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2012-10-14","22:31:09"
"103141",15639484739,"127739724@N07","2012-10-14 22:06:54","simfyz",9.6618,80.0127,"https://live.staticflickr.com/8619/15639484739_5d361e3c74_c.jpg",7,"Chempiyanpattu South","NORTHERN","JAFFNA","2012-10-14","22:06:54"
"103817",24282513522,"129662360@N06","2014-08-15 17:44:16","laurentmorel4",9.689,80.0236,"https://live.staticflickr.com/1623/24282513522_0895e59a49_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-08-15","17:44:16"
"108355",39844606652,"21122814@N02","2018-01-24 07:52:33","mc5278",9.6642,80.0217,"https://live.staticflickr.com/4673/39844606652_d8c0ce341c_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-01-24","07:52:33"
"108356",39877735011,"21122814@N02","2018-01-24 07:50:43","mc5278",9.6653,80.0206,"https://live.staticflickr.com/4613/39877735011_6416a0a706_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-01-24","07:50:43"
"108358",26003858238,"21122814@N02","2018-01-23 14:46:55","mc5278",9.6256,79.8919,"https://live.staticflickr.com/4665/26003858238_cf359d950e_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-01-23","14:46:55"
"108359",24966697107,"21122814@N02","2018-01-22 17:59:22","mc5278",9.66,80.0114,"https://live.staticflickr.com/4654/24966697107_3e1d023e7d_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-01-22","17:59:22"
"108362",24966725377,"21122814@N02","2018-01-22 17:41:38","mc5278",9.66,80.0108,"https://live.staticflickr.com/4700/24966725377_22c84802d1_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-01-22","17:41:38"
"108363",28058106669,"21122814@N02","2018-01-22 17:29:33","mc5278",9.6619,80.0078,"https://live.staticflickr.com/4770/28058106669_87b8d8e839_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-01-22","17:29:33"
"108364",39804816842,"21122814@N02","2018-01-22 17:18:55","mc5278",9.6628,80.0086,"https://live.staticflickr.com/4721/39804816842_e31f78ddb1_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-01-22","17:18:55"
"108365",25963796118,"21122814@N02","2018-01-22 17:04:35","mc5278",9.6906,80.0247,"https://live.staticflickr.com/4741/25963796118_0d766edbf2_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-01-22","17:04:35"
"109707",12404351065,"22934643@N06","2014-02-09 15:17:05","The P413 Mob",9.7921,80.2175,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-02-09","15:17:05"
"109708",12403620505,"22934643@N06","2014-02-09 14:30:50","The P413 Mob",9.7999,80.199,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-02-09","14:30:50"
"109744",11183435705,"22934643@N06","2013-12-03 09:37:26","The P413 Mob",9.7294,79.9481,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-12-03","09:37:26"
"109745",11183335003,"22934643@N06","2013-12-03 09:13:40","The P413 Mob",9.7304,79.959,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-12-03","09:13:40"
"109753",10868774323,"22934643@N06","2013-11-15 17:32:08","The P413 Mob",9.7294,79.9481,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-11-15","17:32:08"
"109755",10853131866,"22934643@N06","2013-11-14 18:10:41","The P413 Mob",9.6685,80.0174,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-11-14","18:10:41"
"109756",10836386204,"22934643@N06","2013-11-13 17:59:31","The P413 Mob",9.6671,80.0122,NA,2,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-11-13","17:59:31"
"109757",10833257104,"22934643@N06","2013-11-13 12:47:42","The P413 Mob",9.7309,79.9456,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-11-13","12:47:42"
"116221",11860757173,"47173307@N00","2013-11-08 13:07:06","luca marella",9.8284,80.2446,"https://live.staticflickr.com/3781/11860757173_7792001820_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-11-08","13:07:06"
"118032",8928669952,"58433801@N07","2013-03-14 12:01:13","Solipsismworld",9.6662,80.1328,"https://live.staticflickr.com/3814/8928669952_1ea6a549d7_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-03-14","12:01:13"
"118033",8627105153,"58433801@N07","2013-03-13 17:23:43","Solipsismworld",9.6668,80.0108,"https://live.staticflickr.com/8402/8627105153_d474c06a96_c.jpg",2,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-03-13","17:23:43"
"118034",8627107689,"58433801@N07","2013-03-13 16:00:09","Solipsismworld",9.7415,79.9861,"https://live.staticflickr.com/8112/8627107689_b6b8009925_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-03-13","16:00:09"
"118035",8627110445,"58433801@N07","2013-03-13 15:28:45","Solipsismworld",9.7995,79.994,"https://live.staticflickr.com/8540/8627110445_14ac17fc69_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-03-13","15:28:45"
"118036",8628222528,"58433801@N07","2013-03-13 15:10:50","Solipsismworld",9.814,80.0127,"https://live.staticflickr.com/8545/8628222528_229d6d4f70_c.jpg",11,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-03-13","15:10:50"
"118037",8628224214,"58433801@N07","2013-03-13 15:10:04","Solipsismworld",9.8142,80.0127,"https://live.staticflickr.com/8540/8628224214_180584cb8b_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-03-13","15:10:04"
"118038",8640412913,"58433801@N07","2013-03-13 11:24:48","Solipsismworld",9.7293,80.0236,"https://live.staticflickr.com/8254/8640412913_e2c60b9226_c.jpg",3,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-03-13","11:24:48"
"118039",8628226132,"58433801@N07","2013-03-13 10:00:49","Solipsismworld",9.6667,80.012,"https://live.staticflickr.com/8108/8628226132_c6c1ed8c7d_c.jpg",2,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-03-13","10:00:49"
"118305",14510269107,"60645055@N07","2014-07-20 12:05:05","Chandima0027",9.6735,80.0271,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-07-20","12:05:05"
"118306",14673434346,"60645055@N07","2014-07-20 11:04:36","Chandima0027",9.6673,80.0142,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-07-20","11:04:36"
"118307",14710953743,"60645055@N07","2014-07-19 20:03:56","Chandima0027",9.8162,80.0482,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-07-19","20:03:56"
"118308",14689245735,"60645055@N07","2014-07-19 13:33:16","Chandima0027",9.6735,80.0271,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-07-19","13:33:16"
"118310",14685644001,"60645055@N07","2014-07-19 11:42:13","Chandima0027",9.6647,80.0086,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-07-19","11:42:13"
"118450",13610635474,"61084433@N06","2014-03-10 08:45:08","Dan Sadowsky",9.6736,80.0287,"https://live.staticflickr.com/7222/13610635474_f7509791e7_c.jpg",4,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-03-10","08:45:08"
"118549",20267880706,"63081175@N00","2015-07-11 06:53:31","Biz Mclauchlan",9.6641,80.0285,"https://live.staticflickr.com/440/20267880706_21cfbf1a9e_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-07-11","06:53:31"
"118550",19671513824,"63081175@N00","2015-07-10 13:17:05","Biz Mclauchlan",9.6641,80.0285,"https://live.staticflickr.com/304/19671513824_ac43c01e08_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-07-10","13:17:05"
"118551",20107528589,"63081175@N00","2015-07-08 13:23:29","Biz Mclauchlan",9.6641,80.0285,"https://live.staticflickr.com/259/20107528589_7eb02c992d_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-07-08","13:23:29"
"118626",51093921197,"64094886@N00","2019-09-19 20:47:26","cwirtanen",9.6666,80.0243,"https://live.staticflickr.com/65535/51093921197_20b1d6e2bf_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-19","20:47:26"
"118627",51094369573,"64094886@N00","2019-09-19 20:39:25","cwirtanen",9.6706,80.028,"https://live.staticflickr.com/65535/51094369573_5f0f32ea75_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-19","20:39:25"
"118628",51094369618,"64094886@N00","2019-09-19 17:11:02","cwirtanen",9.8025,80.1238,"https://live.staticflickr.com/65535/51094369618_92b63babc4_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-19","17:11:02"
"118629",51093900124,"64094886@N00","2019-09-19 17:10:08","cwirtanen",9.8114,80.1195,"https://live.staticflickr.com/65535/51093900124_aa5dc5fd22_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-19","17:10:08"
"118630",51094636915,"64094886@N00","2019-09-19 16:23:42","cwirtanen",9.8135,80.013,"https://live.staticflickr.com/65535/51094636915_1c91d47310_c.jpg",11,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-19","16:23:42"
"118631",51093827336,"64094886@N00","2019-09-19 14:57:53","cwirtanen",9.7027,79.8604,"https://live.staticflickr.com/65535/51093827336_862658c66b_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-19","14:57:53"
"118635",51094371093,"64094886@N00","2019-09-19 12:44:41","cwirtanen",9.6188,79.7747,"https://live.staticflickr.com/65535/51094371093_c441affa01_c.jpg",9,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-19","12:44:41"
"118636",51094637970,"64094886@N00","2019-09-19 12:44:26","cwirtanen",9.6188,79.7751,"https://live.staticflickr.com/65535/51094637970_6a6c0bcf6b_c.jpg",9,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-19","12:44:26"
"118637",51093922872,"64094886@N00","2019-09-19 11:56:20","cwirtanen",9.6186,79.7746,"https://live.staticflickr.com/65535/51093922872_aca6f6489f_c.jpg",9,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-19","11:56:20"
"118638",51093907564,"64094886@N00","2019-09-19 11:54:56","cwirtanen",9.6188,79.7752,"https://live.staticflickr.com/65535/51093907564_d55e459deb_c.jpg",9,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-19","11:54:56"
"118639",51093907614,"64094886@N00","2019-09-19 11:54:19","cwirtanen",9.6189,79.7752,"https://live.staticflickr.com/65535/51093907614_6704114cf6_c.jpg",9,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-19","11:54:19"
"118640",51093907944,"64094886@N00","2019-09-19 11:17:19","cwirtanen",9.6005,79.7901,"https://live.staticflickr.com/65535/51093907944_2f28dd20c0_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-19","11:17:19"
"118641",51093900184,"64094886@N00","2019-09-19 11:11:53","cwirtanen",9.6006,79.7899,"https://live.staticflickr.com/65535/51093900184_4f5fc27163_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-19","11:11:53"
"118643",51094371873,"64094886@N00","2019-09-19 11:01:20","cwirtanen",9.5978,79.7923,"https://live.staticflickr.com/65535/51094371873_f3ca1e654d_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-19","11:01:20"
"118645",51093820906,"64094886@N00","2019-09-19 10:52:39","cwirtanen",9.5895,79.7993,"https://live.staticflickr.com/65535/51093820906_cef3642838_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-19","10:52:39"
"118646",51093828896,"64094886@N00","2019-09-19 10:50:17","cwirtanen",9.5885,79.8004,"https://live.staticflickr.com/65535/51093828896_7d15a63d95_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-19","10:50:17"
"118647",51094639205,"64094886@N00","2019-09-19 10:36:27","cwirtanen",9.5921,79.8463,"https://live.staticflickr.com/65535/51094639205_770c134367_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-19","10:36:27"
"118649",51094372218,"64094886@N00","2019-09-19 10:04:14","cwirtanen",9.6435,79.9378,"https://live.staticflickr.com/65535/51094372218_8d329da3ea_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-19","10:04:14"
"118650",51094639275,"64094886@N00","2019-09-19 10:03:04","cwirtanen",9.6428,79.9392,"https://live.staticflickr.com/65535/51094639275_62662fcf7d_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-19","10:03:04"
"118651",51093923947,"64094886@N00","2019-09-18 18:24:48","cwirtanen",9.6754,80.0292,"https://live.staticflickr.com/65535/51093923947_eb55f8ba96_c.jpg",12,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-18","18:24:48"
"118652",51093923997,"64094886@N00","2019-09-18 18:23:35","cwirtanen",9.6747,80.0287,"https://live.staticflickr.com/65535/51093923997_36ba0bde9f_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-18","18:23:35"
"118653",51093908774,"64094886@N00","2019-09-18 18:18:57","cwirtanen",9.6745,80.0297,"https://live.staticflickr.com/65535/51093908774_1baeb2e115_c.jpg",4,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-18","18:18:57"
"118654",51093924072,"64094886@N00","2019-09-18 17:43:17","cwirtanen",9.6742,80.03,"https://live.staticflickr.com/65535/51093924072_13ba5619a9_c.jpg",4,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-18","17:43:17"
"118655",51094639495,"64094886@N00","2019-09-18 17:42:37","cwirtanen",9.6745,80.0299,"https://live.staticflickr.com/65535/51094639495_7a06d1189e_c.jpg",4,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-18","17:42:37"
"118656",51093829576,"64094886@N00","2019-09-18 17:40:43","cwirtanen",9.6745,80.0302,"https://live.staticflickr.com/65535/51093829576_e73d7b1201_c.jpg",4,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-09-18","17:40:43"
"118931",24986870268,"64716288@N08","2017-09-05 17:40:22","Kukanotas",9.6606,80.01,"https://live.staticflickr.com/4515/24986870268_33647f7de5_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2017-09-05","17:40:22"
"118932",23994169517,"64716288@N08","2017-09-05 16:22:40","Kukanotas",9.675,80.0238,"https://live.staticflickr.com/4560/23994169517_1771f9f706_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2017-09-05","16:22:40"
"121744",21956276433,"7869398@N04","2015-10-24 15:34:00","mpecero",9.7017,79.8626,"https://live.staticflickr.com/5715/21956276433_f1e14ecf51_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-10-24","15:34:00"
"121751",23958462261,"7869398@N04","2015-10-23 17:44:57","mpecero",9.6746,80.0285,"https://live.staticflickr.com/5721/23958462261_6da7b92abf_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-10-23","17:44:57"
"121752",24020893515,"7869398@N04","2015-10-23 14:13:02","mpecero",9.6747,80.0287,"https://live.staticflickr.com/5820/24020893515_d575ec28fa_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-10-23","14:13:02"
"121768",16541419198,"78862608@N05","2015-03-06 07:02:24","akiy2012",9.6922,80.0534,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-06","07:02:24"
"121771",16006891080,"78862608@N05","2015-01-04 18:19:40","akiy2012",9.8157,80.0491,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-01-04","18:19:40"
"121772",16005966405,"78862608@N05","2014-12-12 23:46:42","akiy2012",9.6743,80.03,NA,4,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-12-12","23:46:42"
"121773",15820217417,"78862608@N05","2014-12-12 23:46:32","akiy2012",9.6744,80.0298,NA,4,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-12-12","23:46:32"
"122421",21507927179,"82727030@N00","2015-09-25 13:29:36","edmundyeo",9.7467,80.0066,"https://live.staticflickr.com/780/21507927179_26febb2e49_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-09-25","13:29:36"
"122427",21405362668,"82727030@N00","2015-09-21 18:34:14","edmundyeo",9.7467,80.0066,"https://live.staticflickr.com/5634/21405362668_5943aca812_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-09-21","18:34:14"
