"","id","owner","datetaken","ownername","latitude","longitude","url_c","Clusters_0.0005_5","GND_N","PROVINCE_N","DISTRICT_N","date","time"
"69202",32920838024,"41737671@N07","2017-02-25 17:37:51","alisdair jones",9.668,80.01,"https://live.staticflickr.com/3941/32920838024_8daf45ba2a_c.jpg",5,"Chempiyanpattu South","NORTHERN","JAFFNA","2017-02-25","17:37:51"
"69203",32920836194,"41737671@N07","2017-02-25 17:36:21","alisdair jones",9.6682,80.0102,"https://live.staticflickr.com/2896/32920836194_487fae5be6_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2017-02-25","17:36:21"
"69204",32903661834,"41737671@N07","2017-02-25 16:46:57","alisdair jones",9.6603,80.0035,"https://live.staticflickr.com/3812/32903661834_a8a7b57a87_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2017-02-25","16:46:57"
"70570",44314337985,"79721788@N00","2018-04-07 14:25:02","D-Stanley",9.8353,80.2085,"https://live.staticflickr.com/1971/44314337985_dc92aeb2cd_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-04-07","14:25:02"
"70571",30274913957,"79721788@N00","2018-04-07 09:51:37","D-Stanley",9.6627,80.0181,"https://live.staticflickr.com/1929/30274913957_a14fd91fe4_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-04-07","09:51:37"
"70572",44517482734,"79721788@N00","2018-04-06 16:51:44","D-Stanley",9.6186,79.7768,"https://live.staticflickr.com/1951/44517482734_6885bb3210_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-04-06","16:51:44"
"70573",30318638167,"79721788@N00","2018-04-06 16:50:40","D-Stanley",9.6186,79.7771,"https://live.staticflickr.com/1914/30318638167_74ed20711c_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-04-06","16:50:40"
"70574",44590739104,"79721788@N00","2018-04-06 12:21:32","D-Stanley",9.5277,79.6763,"https://live.staticflickr.com/1938/44590739104_dea0eae1b9_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-04-06","12:21:32"
"70576",31416906198,"79721788@N00","2018-04-06 11:44:03","D-Stanley",9.5283,79.7002,"https://live.staticflickr.com/1972/31416906198_15604d65c9_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-04-06","11:44:03"
"70578",45222751692,"79721788@N00","2018-04-06 10:37:19","D-Stanley",9.5205,79.7212,"https://live.staticflickr.com/1911/45222751692_7c3a3e226f_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-04-06","10:37:19"
"70580",43377195180,"79721788@N00","2018-04-05 17:55:31","D-Stanley",9.6606,80.0139,"https://live.staticflickr.com/1929/43377195180_52898147f1_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-04-05","17:55:31"
"70581",31343500148,"79721788@N00","2018-04-05 16:26:37","D-Stanley",9.6603,80.0298,"https://live.staticflickr.com/1936/31343500148_bc67b5cde2_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-04-05","16:26:37"
"70582",43381375530,"79721788@N00","2018-04-05 15:03:20","D-Stanley",9.6695,80.0245,"https://live.staticflickr.com/1967/43381375530_943ef41e19_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-04-05","15:03:20"
"70583",31305188248,"79721788@N00","2018-04-05 12:08:22","D-Stanley",9.661,80.0093,"https://live.staticflickr.com/1932/31305188248_43e2c4d39b_c.jpg",6,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-04-05","12:08:22"
"70640",40512122074,"43981090@N04","2018-03-13 14:58:16","JohnMawer",9.6667,80.0333,"https://live.staticflickr.com/897/40512122074_8b3e942e2b_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-03-13","14:58:16"
"70659",40512092424,"43981090@N04","2018-03-11 16:02:43","JohnMawer",9.7874,79.9436,"https://live.staticflickr.com/886/40512092424_b7a5cfe280_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-03-11","16:02:43"
"70660",39416484150,"43981090@N04","2018-03-11 15:09:31","JohnMawer",9.8,80.0167,"https://live.staticflickr.com/894/39416484150_38eb110fa2_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-03-11","15:09:31"
"70661",26353923247,"43981090@N04","2018-03-11 14:57:56","JohnMawer",9.75,80.0167,"https://live.staticflickr.com/802/26353923247_2619ca8785_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-03-11","14:57:56"
"70666",40512079084,"43981090@N04","2018-03-11 12:15:38","JohnMawer",9.8167,80.2333,"https://live.staticflickr.com/786/40512079084_11e8d3134b_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-03-11","12:15:38"
"70667",40329676905,"43981090@N04","2018-03-11 12:05:07","JohnMawer",9.8167,80.25,"https://live.staticflickr.com/886/40329676905_2794f1b149_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-03-11","12:05:07"
"70680",26353877137,"43981090@N04","2018-03-11 09:26:04","JohnMawer",9.6667,80.0333,"https://live.staticflickr.com/891/26353877137_e96e2f830f_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-03-11","09:26:04"
"70682",27352800948,"43981090@N04","2018-03-11 09:18:31","JohnMawer",9.6667,80.0167,"https://live.staticflickr.com/809/27352800948_78ac9b6624_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-03-11","09:18:31"
"70699",40329577235,"43981090@N04","2018-03-09 18:06:06","JohnMawer",9.6667,80.0167,"https://live.staticflickr.com/786/40329577235_1095e9f9d7_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-03-09","18:06:06"
"70709",41182034902,"43981090@N04","2018-03-09 14:11:03","JohnMawer",9.6616,80.0081,"https://live.staticflickr.com/872/41182034902_5c615bda54_c.jpg",6,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-03-09","14:11:03"
"72719",6241082400,"66871453@N05","2011-08-10 11:24:49","John H S Falconer",9.6593,80.0154,"https://live.staticflickr.com/6036/6241082400_ddc3707575_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2011-08-10","11:24:49"
"72720",6241068040,"66871453@N05","2011-08-10 11:09:43","John H S Falconer",9.6618,80.0161,"https://live.staticflickr.com/6155/6241068040_2927e7a875_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2011-08-10","11:09:43"
"73387",49998958061,"187948335@N04","2020-03-07 22:52:03","Lanka Travelbug",9.6674,80.011,"https://live.staticflickr.com/65535/49998958061_af5bd64e6c_c.jpg",2,"Chempiyanpattu South","NORTHERN","JAFFNA","2020-03-07","22:52:03"
"73706",43295661374,"19634887@N00","2018-08-01 08:08:39","totoro81",9.6744,80.0296,"https://live.staticflickr.com/939/43295661374_c12f16feb9_c.jpg",4,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-08-01","08:08:39"
"75851",12217032896,"64896172@N07","2014-01-30 11:25:20","ஜனகனின் க்ளிக்ஸ்...!",9.6514,80.1158,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-01-30","11:25:20"
"75852",11145566866,"64896172@N07","2013-12-01 10:55:34","ஜனகனின் க்ளிக்ஸ்...!",9.7486,80.1152,"https://live.staticflickr.com/3824/11145566866_655fb05393_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-12-01","10:55:34"
"75853",11118112314,"64896172@N07","2013-11-29 21:16:47","ஜனகனின் க்ளிக்ஸ்...!",9.7486,80.1152,"https://live.staticflickr.com/5514/11118112314_85de141c3c_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-11-29","21:16:47"
"75854",11118216403,"64896172@N07","2013-11-29 21:16:31","ஜனகனின் க்ளிக்ஸ்...!",9.6671,80.0124,"https://live.staticflickr.com/5512/11118216403_f73c756c46_c.jpg",2,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-11-29","21:16:31"
"75856",11118189373,"64896172@N07","2013-11-29 21:14:34","ஜனகனின் க்ளிக்ஸ்...!",9.6742,80.0297,"https://live.staticflickr.com/7365/11118189373_bbf748cc88_c.jpg",4,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-11-29","21:14:34"
"75858",11118071384,"64896172@N07","2013-11-29 21:13:50","ஜனகனின் க்ளிக்ஸ்...!",9.7484,80.1543,"https://live.staticflickr.com/5516/11118071384_4a117b38a7_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-11-29","21:13:50"
"75860",11118066224,"64896172@N07","2013-11-29 21:13:29","ஜனகனின் க்ளிக்ஸ்...!",9.6736,80.0272,"https://live.staticflickr.com/7365/11118066224_30d31a0043_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-11-29","21:13:29"
"75873",51945530206,"97114911@N05","2022-02-27 04:52:34","Koku85 (Thanks for 5M views)",9.825,80.1702,"https://live.staticflickr.com/65535/51945530206_d4af85e477_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2022-02-27","04:52:34"
"75874",51906411766,"97114911@N05","2022-02-26 10:39:34","Koku85 (Thanks for 5M views)",9.6645,80.1629,"https://live.staticflickr.com/65535/51906411766_479e369c9b_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2022-02-26","10:39:34"
"75875",51905276049,"97114911@N05","2022-02-26 06:43:53","Koku85 (Thanks for 5M views)",9.8251,80.1703,"https://live.staticflickr.com/65535/51905276049_280bf46387_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2022-02-26","06:43:53"
"75876",51912882943,"97114911@N05","2022-02-21 08:32:33","Koku85 (Thanks for 5M views)",9.6627,80.0051,"https://live.staticflickr.com/65535/51912882943_cfbf2a5257_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2022-02-21","08:32:33"
"75880",51992728206,"97114911@N05","2022-02-17 08:31:23","Koku85 (Thanks for 5M views)",9.825,80.1702,"https://live.staticflickr.com/65535/51992728206_b789d54c28_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2022-02-17","08:31:23"
"75881",51888238941,"97114911@N05","2022-02-17 08:31:11","Koku85 (Thanks for 5M views)",9.8251,80.1703,"https://live.staticflickr.com/65535/51888238941_c526c3527e_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2022-02-17","08:31:11"
"75884",51920956524,"97114911@N05","2022-02-16 00:23:27","Koku85 (Thanks for 5M views)",9.826,80.2007,"https://live.staticflickr.com/65535/51920956524_39bf47272d_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2022-02-16","00:23:27"
"75885",51964890334,"97114911@N05","2022-02-14 11:32:57","Koku85 (Thanks for 5M views)",9.8247,80.2362,"https://live.staticflickr.com/65535/51964890334_36b973bc48_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2022-02-14","11:32:57"
"75886",51880928034,"97114911@N05","2022-02-13 19:40:03","Koku85 (Thanks for 5M views)",9.7895,80.242,"https://live.staticflickr.com/65535/51880928034_7aabd28313_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2022-02-13","19:40:03"
"75887",21146075371,"97114911@N05","2015-08-31 07:56:17","Koku85 (Thanks for 5M views)",9.6659,80.0143,"https://live.staticflickr.com/610/21146075371_7511ec81e2_c.jpg",8,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-08-31","07:56:17"
"75894",44045087341,"126187326@N04","2018-08-10 16:06:43","horizonlankafoundation",9.6491,80.0577,"https://live.staticflickr.com/1831/44045087341_d246065a23_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-08-10","16:06:43"
"75898",43980752892,"126187326@N04","2018-08-10 15:52:38","horizonlankafoundation",9.6494,80.0577,"https://live.staticflickr.com/1838/43980752892_6024aa75e0_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-08-10","15:52:38"
"75908",43980764752,"126187326@N04","2018-08-10 15:52:00","horizonlankafoundation",9.6493,80.0577,"https://live.staticflickr.com/1836/43980764752_337fd8770a_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-08-10","15:52:00"
"75927",23903787800,"54689294@N00","2015-01-03 14:27:56","goozey",9.6629,80.0112,"https://live.staticflickr.com/1451/23903787800_b76a374bd4_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-01-03","14:27:56"
"75928",24116320941,"54689294@N00","2015-01-03 14:23:34","goozey",9.6636,80.0135,"https://live.staticflickr.com/1500/24116320941_006d4337d1_c.jpg",10,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-01-03","14:23:34"
"75929",24115773531,"54689294@N00","2015-01-03 13:33:45","goozey",9.6736,80.0294,"https://live.staticflickr.com/1500/24115773531_8a5d117002_c.jpg",4,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-01-03","13:33:45"
"75935",36815977685,"128945963@N02","2017-08-26 12:22:16","aralysuhi",9.7616,79.885,"https://live.staticflickr.com/4355/36815977685_dd79f2a550_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2017-08-26","12:22:16"
"75938",36604753715,"128945963@N02","2017-07-29 13:37:24","aralysuhi",9.7193,79.9435,"https://live.staticflickr.com/4397/36604753715_74ef41f31e_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2017-07-29","13:37:24"
"75939",35795416813,"128945963@N02","2017-07-29 12:38:44","aralysuhi",9.7192,79.9435,"https://live.staticflickr.com/4336/35795416813_388a13e783_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2017-07-29","12:38:44"
"75943",36604775195,"128945963@N02","2017-07-13 11:55:57","aralysuhi",9.7195,79.9431,"https://live.staticflickr.com/4423/36604775195_1537bf527b_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2017-07-13","11:55:57"
"75944",15109970584,"128945963@N02","2014-11-07 12:11:31","aralysuhi",9.7841,80.0697,"https://live.staticflickr.com/7504/15109970584_d30800bcde_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-11-07","12:11:31"
"75945",15709160512,"128945963@N02","2014-11-04 13:29:58","aralysuhi",9.7192,79.9432,"https://live.staticflickr.com/3953/15709160512_9cf0880f7f_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-11-04","13:29:58"
"75946",31023481400,"49736367@N03","2016-11-03 06:45:36","Balavasakan",9.6797,80.0239,"https://live.staticflickr.com/5455/31023481400_1a1925d1aa_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2016-11-03","06:45:36"
"75947",5579145882,"49736367@N03","2011-03-29 07:22:10","Balavasakan",9.6797,80.0243,"https://live.staticflickr.com/5053/5579145882_5f4a6cc491_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2011-03-29","07:22:10"
"75948",5820809126,"56655811@N07","2011-04-19 13:45:01","mukunkanap",9.6576,80.2029,"https://live.staticflickr.com/3428/5820809126_4d197ec0be_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2011-04-19","13:45:01"
"80462",49412729436,"158974840@N03","2019-08-10 06:13:44","scoubidou13",9.6754,80.0294,"https://live.staticflickr.com/65535/49412729436_498b95228b_c.jpg",12,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-08-10","06:13:44"
"80463",49524549082,"158974840@N03","2019-08-10 06:00:51","scoubidou13",9.6754,80.0297,"https://live.staticflickr.com/65535/49524549082_a11b35140e_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-08-10","06:00:51"
"80464",48827182618,"158974840@N03","2019-08-10 05:44:12","scoubidou13",9.6736,80.0288,"https://live.staticflickr.com/65535/48827182618_07a2839de3_c.jpg",4,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-08-10","05:44:12"
"80465",48643154522,"158974840@N03","2019-08-10 05:36:18","scoubidou13",9.6697,80.0275,"https://live.staticflickr.com/65535/48643154522_5b5494bdef_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-08-10","05:36:18"
"80466",49343444631,"158974840@N03","2019-08-09 07:10:01","scoubidou13",9.8136,80.0131,"https://live.staticflickr.com/65535/49343444631_9f70311415_c.jpg",11,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-08-09","07:10:01"
"80467",48980771233,"158974840@N03","2019-08-09 05:18:33","scoubidou13",9.7296,80.0233,"https://live.staticflickr.com/65535/48980771233_e81aed9491_c.jpg",3,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-08-09","05:18:33"
"80468",48961344307,"158974840@N03","2019-08-08 11:20:44","scoubidou13",9.6528,80.018,"https://live.staticflickr.com/65535/48961344307_0b43b8c803_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-08-08","11:20:44"
"80469",49555224693,"158974840@N03","2019-08-08 10:07:00","scoubidou13",9.6584,80.016,"https://live.staticflickr.com/65535/49555224693_876b9617f7_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-08-08","10:07:00"
"80470",48664303961,"158974840@N03","2019-08-08 06:32:00","scoubidou13",9.6673,80.0094,"https://live.staticflickr.com/65535/48664303961_d66373ac04_c.jpg",5,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-08-08","06:32:00"
"80471",49252282751,"158974840@N03","2019-08-08 06:08:42","scoubidou13",9.6673,80.0102,"https://live.staticflickr.com/65535/49252282751_f583108617_c.jpg",2,"Chempiyanpattu South","NORTHERN","JAFFNA","2019-08-08","06:08:42"
"80777",15458917634,"33882696@N04","2014-07-15 11:40:33","diamir8000",9.6682,80.0149,"https://live.staticflickr.com/7487/15458917634_93f09eed37_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-07-15","11:40:33"
"81011",15772970048,"129889644@N08","2013-08-07 13:46:35","peterholsphotos",9.6547,80.0148,"https://live.staticflickr.com/7562/15772970048_5e79e30a76_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2013-08-07","13:46:35"
"88685",18994451020,"44858852@N04","2015-06-08 12:53:54","IPS Inter Press Service",9.6654,80.0139,"https://live.staticflickr.com/440/18994451020_5daab6558b_c.jpg",8,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-06-08","12:53:54"
"88686",19182123975,"44858852@N04","2015-06-08 11:21:33","IPS Inter Press Service",9.798,80.0414,"https://live.staticflickr.com/353/19182123975_eda72bb927_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-06-08","11:21:33"
"88687",19155992686,"44858852@N04","2015-06-07 10:08:48","IPS Inter Press Service",9.8028,80.0325,"https://live.staticflickr.com/395/19155992686_5d65f9730f_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-06-07","10:08:48"
"89330",44770435052,"69837867@N05","2018-09-21 12:06:43","M.K.Muruganandan",9.8194,80.2353,"https://live.staticflickr.com/1843/44770435052_927e3a483c_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-09-21","12:06:43"
"89822",45893166141,"47843173@N02","2018-03-06 13:39:09","Mine Ban Convention",9.6565,80.0281,"https://live.staticflickr.com/4831/45893166141_2047c0c00d_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-03-06","13:39:09"
"89824",45169047604,"47843173@N02","2018-03-06 13:32:42","Mine Ban Convention",9.6565,80.028,"https://live.staticflickr.com/4873/45169047604_7f3b723fcd_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-03-06","13:32:42"
"89825",45893166961,"47843173@N02","2018-03-06 13:32:40","Mine Ban Convention",9.6566,80.0281,"https://live.staticflickr.com/4829/45893166961_9a44b0bbb4_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-03-06","13:32:40"
"89826",45169047854,"47843173@N02","2018-03-06 13:28:34","Mine Ban Convention",9.6568,80.0282,"https://live.staticflickr.com/4907/45169047854_277f69a03f_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-03-06","13:28:34"
"89982",40712110972,"10335434@N00","2018-02-17 20:48:44","netllama_",9.6737,80.2446,"https://live.staticflickr.com/4777/40712110972_51dbd76340_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-02-17","20:48:44"
"89983",26884128748,"10335434@N00","2018-02-17 20:38:30","netllama_",9.6572,80.1102,"https://live.staticflickr.com/4796/26884128748_f2eb0102e4_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-02-17","20:38:30"
"89984",40737084042,"10335434@N00","2018-02-17 01:13:11","netllama_",9.6741,80.0298,"https://live.staticflickr.com/4801/40737084042_d313db78c2_c.jpg",4,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-02-17","01:13:11"
"89986",40754845041,"10335434@N00","2018-02-17 00:57:53","netllama_",9.6648,80.0137,"https://live.staticflickr.com/4783/40754845041_28d6c32425_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2018-02-17","00:57:53"
"92253",13652860235,"121842854@N04","2014-03-26 10:03:16","gerrit.kurtz",9.4924,79.6893,"https://live.staticflickr.com/2908/13652860235_c4b046ab72_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2014-03-26","10:03:16"
"92934",16495158208,"13935845@N00","2015-03-01 22:06:25","ChihPing",9.6669,80.0106,NA,2,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","22:06:25"
"92935",16680989001,"13935845@N00","2015-03-01 21:21:21","ChihPing",9.6671,80.0103,NA,2,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","21:21:21"
"92936",16061716843,"13935845@N00","2015-03-01 19:54:36","ChihPing",9.8136,80.0129,"https://live.staticflickr.com/8652/16061716843_9701a71cae_c.jpg",11,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","19:54:36"
"92938",16493923720,"13935845@N00","2015-03-01 19:07:14","ChihPing",9.6668,80.0118,NA,2,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","19:07:14"
"92939",16679875182,"13935845@N00","2015-03-01 18:04:06","ChihPing",9.7619,79.885,NA,0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","18:04:06"
"92940",16655437306,"13935845@N00","2015-03-01 16:26:57","ChihPing",9.6664,80.0121,"https://live.staticflickr.com/8613/16655437306_f4b564c9fc_c.jpg",2,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","16:26:57"
"92942",16061480883,"13935845@N00","2015-03-01 14:24:15","ChihPing",9.7433,79.8817,"https://live.staticflickr.com/8681/16061480883_0ca473d8d1_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","14:24:15"
"92943",16059090194,"13935845@N00","2015-03-01 14:23:35","ChihPing",9.743,79.8817,"https://live.staticflickr.com/8663/16059090194_d0b893871b_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","14:23:35"
"92944",16493833218,"13935845@N00","2015-03-01 14:13:27","ChihPing",9.7436,79.9152,"https://live.staticflickr.com/8634/16493833218_45d6021233_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","14:13:27"
"92946",16495278649,"13935845@N00","2015-03-01 12:40:08","ChihPing",9.6677,80.0096,"https://live.staticflickr.com/8595/16495278649_6b4eaabbd5_c.jpg",5,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","12:40:08"
"92947",16474387097,"13935845@N00","2015-03-01 12:07:39","ChihPing",9.7296,80.0237,"https://live.staticflickr.com/8657/16474387097_5598a7b226_c.jpg",3,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","12:07:39"
"92948",16494285350,"13935845@N00","2015-03-01 11:22:41","ChihPing",9.8126,80.0154,"https://live.staticflickr.com/8621/16494285350_be7419e687_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","11:22:41"
"92949",16059343184,"13935845@N00","2015-03-01 11:20:07","ChihPing",9.8133,80.0134,"https://live.staticflickr.com/8673/16059343184_d549bf5c2b_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","11:20:07"
"92950",16680668842,"13935845@N00","2015-03-01 11:19:06","ChihPing",9.8132,80.0132,"https://live.staticflickr.com/8625/16680668842_2ffdd5e0fd_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","11:19:06"
"92952",16681674145,"13935845@N00","2015-03-01 11:18:13","ChihPing",9.8134,80.0132,"https://live.staticflickr.com/8593/16681674145_cce52c7f9a_c.jpg",11,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","11:18:13"
"92953",16474380217,"13935845@N00","2015-03-01 11:13:55","ChihPing",9.8138,80.013,"https://live.staticflickr.com/8572/16474380217_2785bcd81a_c.jpg",11,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","11:13:55"
"92954",16495774579,"13935845@N00","2015-03-01 10:59:27","ChihPing",9.8134,80.0122,"https://live.staticflickr.com/8614/16495774579_ee11b89727_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","10:59:27"
"92955",16680905822,"13935845@N00","2015-03-01 10:59:23","ChihPing",9.8135,80.0121,"https://live.staticflickr.com/8607/16680905822_ec9cddfd0b_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","10:59:23"
"92956",16655979616,"13935845@N00","2015-03-01 10:58:59","ChihPing",9.7242,80.0519,"https://live.staticflickr.com/8592/16655979616_c0cbb484de_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","10:58:59"
"92957",16474632017,"13935845@N00","2015-03-01 10:43:59","ChihPing",9.7668,80.0275,"https://live.staticflickr.com/8640/16474632017_c724cf12f2_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","10:43:59"
"92959",16693002741,"13935845@N00","2015-03-01 09:48:46","ChihPing",9.815,80.0112,"https://live.staticflickr.com/8634/16693002741_3fa181849f_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","09:48:46"
"92960",16693286012,"13935845@N00","2015-03-01 09:43:47","ChihPing",9.815,80.0114,"https://live.staticflickr.com/8636/16693286012_df30037789_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","09:43:47"
"92961",16074367083,"13935845@N00","2015-03-01 08:41:23","ChihPing",9.667,80.012,"https://live.staticflickr.com/8575/16074367083_46578fa53d_c.jpg",2,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-03-01","08:41:23"
"92962",16693056101,"13935845@N00","2015-02-28 18:12:15","ChihPing",9.6759,80.0286,"https://live.staticflickr.com/8571/16693056101_bdb3a43a00_c.jpg",12,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-28","18:12:15"
"92963",16668409806,"13935845@N00","2015-02-28 17:44:54","ChihPing",9.6759,80.0287,"https://live.staticflickr.com/8662/16668409806_1ce0302f35_c.jpg",12,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-28","17:44:54"
"92964",16072054194,"13935845@N00","2015-02-28 17:19:07","ChihPing",9.6756,80.029,"https://live.staticflickr.com/8677/16072054194_09451dda4b_c.jpg",12,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-28","17:19:07"
"92965",16668434336,"13935845@N00","2015-02-28 16:06:11","ChihPing",9.6574,80.0169,"https://live.staticflickr.com/8679/16668434336_16fed65826_c.jpg",0,"Chempiyanpattu South","NORTHERN","JAFFNA","2015-02-28","16:06:11"
